nemonico,valores
MunicipioDeResidencia,17433
MunicipioDeResidencia,17442
MunicipioDeResidencia,17444
MunicipioDeResidencia,17446
MunicipioDeResidencia,17486
MunicipioDeResidencia,17495
MunicipioDeResidencia,17513
MunicipioDeResidencia,17524
MunicipioDeResidencia,17541
MunicipioDeResidencia,17614
MunicipioDeResidencia,17616
MunicipioDeResidencia,17653
MunicipioDeResidencia,17662
MunicipioDeResidencia,17665
MunicipioDeResidencia,17777
MunicipioDeResidencia,17867
MunicipioDeResidencia,17873
MunicipioDeResidencia,17877
MunicipioDeResidencia,18001
MunicipioDeResidencia,18029
MunicipioDeResidencia,18094
MunicipioDeResidencia,18150
MunicipioDeResidencia,18205
MunicipioDeResidencia,18247
MunicipioDeResidencia,18256
MunicipioDeResidencia,18410
MunicipioDeResidencia,18460
MunicipioDeResidencia,18479
MunicipioDeResidencia,18592
MunicipioDeResidencia,18610
MunicipioDeResidencia,18753
MunicipioDeResidencia,18756
MunicipioDeResidencia,18785
MunicipioDeResidencia,18860
MunicipioDeResidencia,19001
MunicipioDeResidencia,19022
MunicipioDeResidencia,19050
MunicipioDeResidencia,19075
MunicipioDeResidencia,19100
MunicipioDeResidencia,19110
MunicipioDeResidencia,19130
MunicipioDeResidencia,19137
MunicipioDeResidencia,19142
MunicipioDeResidencia,19212
MunicipioDeResidencia,19256
MunicipioDeResidencia,19290
MunicipioDeResidencia,19300
MunicipioDeResidencia,19318
MunicipioDeResidencia,19355
MunicipioDeResidencia,19364
MunicipioDeResidencia,19392
MunicipioDeResidencia,19397
MunicipioDeResidencia,19418
MunicipioDeResidencia,19450
MunicipioDeResidencia,19455
MunicipioDeResidencia,19473
MunicipioDeResidencia,19513
MunicipioDeResidencia,19517
MunicipioDeResidencia,19532
MunicipioDeResidencia,19533
MunicipioDeResidencia,19548
MunicipioDeResidencia,19573
MunicipioDeResidencia,19585
MunicipioDeResidencia,19622
MunicipioDeResidencia,19693
MunicipioDeResidencia,19698
MunicipioDeResidencia,19701
MunicipioDeResidencia,19743
MunicipioDeResidencia,19760
MunicipioDeResidencia,19780
MunicipioDeResidencia,19785
MunicipioDeResidencia,19807
MunicipioDeResidencia,19809
MunicipioDeResidencia,19821
MunicipioDeResidencia,19824
MunicipioDeResidencia,19845
MunicipioDeResidencia,20001
MunicipioDeResidencia,20011
MunicipioDeResidencia,20013
MunicipioDeResidencia,20032
MunicipioDeResidencia,20045
MunicipioDeResidencia,20060
MunicipioDeResidencia,20175
MunicipioDeResidencia,20178
MunicipioDeResidencia,20228
MunicipioDeResidencia,20238
MunicipioDeResidencia,20250
MunicipioDeResidencia,20295
MunicipioDeResidencia,20310
MunicipioDeResidencia,20383
MunicipioDeResidencia,20400
MunicipioDeResidencia,20443
MunicipioDeResidencia,20517
MunicipioDeResidencia,20550
MunicipioDeResidencia,20570
MunicipioDeResidencia,20614
MunicipioDeResidencia,20621
MunicipioDeResidencia,20710
MunicipioDeResidencia,20750
MunicipioDeResidencia,20770
MunicipioDeResidencia,20787
MunicipioDeResidencia,23001
MunicipioDeResidencia,23068
MunicipioDeResidencia,23079
MunicipioDeResidencia,23090
MunicipioDeResidencia,23162
MunicipioDeResidencia,23168
MunicipioDeResidencia,23182
MunicipioDeResidencia,23189
MunicipioDeResidencia,23300
MunicipioDeResidencia,23350
MunicipioDeResidencia,23417
MunicipioDeResidencia,23419
MunicipioDeResidencia,23464
MunicipioDeResidencia,23466
MunicipioDeResidencia,23500
MunicipioDeResidencia,23555
MunicipioDeResidencia,23570
MunicipioDeResidencia,23574
MunicipioDeResidencia,23580
MunicipioDeResidencia,23586
MunicipioDeResidencia,23660
MunicipioDeResidencia,23670
MunicipioDeResidencia,23672
MunicipioDeResidencia,23675
MunicipioDeResidencia,23678
MunicipioDeResidencia,23682
MunicipioDeResidencia,23686
MunicipioDeResidencia,23807
MunicipioDeResidencia,23815
MunicipioDeResidencia,23855
MunicipioDeResidencia,25001
MunicipioDeResidencia,25019
MunicipioDeResidencia,25035
MunicipioDeResidencia,25040
MunicipioDeResidencia,25053
MunicipioDeResidencia,25086
MunicipioDeResidencia,25095
MunicipioDeResidencia,25099
MunicipioDeResidencia,25120
MunicipioDeResidencia,25123
MunicipioDeResidencia,25126
MunicipioDeResidencia,25148
MunicipioDeResidencia,25151
MunicipioDeResidencia,25154
MunicipioDeResidencia,25168
MunicipioDeResidencia,25175
MunicipioDeResidencia,25178
MunicipioDeResidencia,25181
MunicipioDeResidencia,25183
MunicipioDeResidencia,25200
MunicipioDeResidencia,25214
MunicipioDeResidencia,25224
MunicipioDeResidencia,25245
MunicipioDeResidencia,25258
MunicipioDeResidencia,25260
MunicipioDeResidencia,25269
MunicipioDeResidencia,25279
MunicipioDeResidencia,25281
MunicipioDeResidencia,25286
MunicipioDeResidencia,25288
MunicipioDeResidencia,25290
MunicipioDeResidencia,25293
MunicipioDeResidencia,25295
MunicipioDeResidencia,25297
MunicipioDeResidencia,25299
MunicipioDeResidencia,25307
MunicipioDeResidencia,25312
MunicipioDeResidencia,25317
MunicipioDeResidencia,25320
MunicipioDeResidencia,25322
MunicipioDeResidencia,25324
MunicipioDeResidencia,25326
MunicipioDeResidencia,25328
MunicipioDeResidencia,25335
MunicipioDeResidencia,25339
MunicipioDeResidencia,25368
MunicipioDeResidencia,25372
MunicipioDeResidencia,25377
MunicipioDeResidencia,25386
MunicipioDeResidencia,25394
MunicipioDeResidencia,25398
MunicipioDeResidencia,25402
MunicipioDeResidencia,25407
MunicipioDeResidencia,25426
MunicipioDeResidencia,25430
MunicipioDeResidencia,25436
MunicipioDeResidencia,25438
MunicipioDeResidencia,25473
MunicipioDeResidencia,25483
MunicipioDeResidencia,25486
MunicipioDeResidencia,25488
MunicipioDeResidencia,25489
MunicipioDeResidencia,25491
MunicipioDeResidencia,25506
MunicipioDeResidencia,25513
MunicipioDeResidencia,25518
MunicipioDeResidencia,25524
MunicipioDeResidencia,25530
MunicipioDeResidencia,25535
MunicipioDeResidencia,25572
MunicipioDeResidencia,25580
MunicipioDeResidencia,25592
MunicipioDeResidencia,25594
MunicipioDeResidencia,25596
MunicipioDeResidencia,25599
MunicipioDeResidencia,25612
MunicipioDeResidencia,25645
MunicipioDeResidencia,25649
MunicipioDeResidencia,25653
MunicipioDeResidencia,25658
MunicipioDeResidencia,25662
MunicipioDeResidencia,25718
MunicipioDeResidencia,25736
MunicipioDeResidencia,25740
MunicipioDeResidencia,25743
MunicipioDeResidencia,25745
MunicipioDeResidencia,25754
MunicipioDeResidencia,25758
MunicipioDeResidencia,25769
MunicipioDeResidencia,25772
MunicipioDeResidencia,25777
MunicipioDeResidencia,25779
MunicipioDeResidencia,25781
MunicipioDeResidencia,25785
MunicipioDeResidencia,25793
MunicipioDeResidencia,25797
MunicipioDeResidencia,25799
MunicipioDeResidencia,25805
MunicipioDeResidencia,25807
MunicipioDeResidencia,25815
MunicipioDeResidencia,25817
MunicipioDeResidencia,25823
MunicipioDeResidencia,25839
MunicipioDeResidencia,25841
MunicipioDeResidencia,25843
MunicipioDeResidencia,25845
MunicipioDeResidencia,25851
MunicipioDeResidencia,25862
MunicipioDeResidencia,25867
MunicipioDeResidencia,25871
MunicipioDeResidencia,25873
MunicipioDeResidencia,25875
MunicipioDeResidencia,25878
MunicipioDeResidencia,25885
MunicipioDeResidencia,25898
MunicipioDeResidencia,25899
MunicipioDeResidencia,27001
MunicipioDeResidencia,27006
MunicipioDeResidencia,27025
MunicipioDeResidencia,27050
MunicipioDeResidencia,27073
MunicipioDeResidencia,27075
MunicipioDeResidencia,27077
MunicipioDeResidencia,27099
MunicipioDeResidencia,27135
MunicipioDeResidencia,27150
MunicipioDeResidencia,27160
MunicipioDeResidencia,27205
MunicipioDeResidencia,27245
MunicipioDeResidencia,27250
MunicipioDeResidencia,27361
MunicipioDeResidencia,27372
MunicipioDeResidencia,27413
MunicipioDeResidencia,27425
MunicipioDeResidencia,27430
MunicipioDeResidencia,27450
MunicipioDeResidencia,27491
MunicipioDeResidencia,27495
MunicipioDeResidencia,27580
MunicipioDeResidencia,27600
MunicipioDeResidencia,27615
MunicipioDeResidencia,27660
MunicipioDeResidencia,27745
MunicipioDeResidencia,27787
MunicipioDeResidencia,27800
MunicipioDeResidencia,27810
MunicipioDeResidencia,41001
MunicipioDeResidencia,41006
MunicipioDeResidencia,41013
MunicipioDeResidencia,41016
MunicipioDeResidencia,41020
MunicipioDeResidencia,41026
MunicipioDeResidencia,41078
MunicipioDeResidencia,41132
MunicipioDeResidencia,41206
MunicipioDeResidencia,41244
MunicipioDeResidencia,41298
MunicipioDeResidencia,41306
MunicipioDeResidencia,41319
MunicipioDeResidencia,41349
MunicipioDeResidencia,41357
MunicipioDeResidencia,41359
MunicipioDeResidencia,41378
MunicipioDeResidencia,41396
MunicipioDeResidencia,41483
MunicipioDeResidencia,41503
MunicipioDeResidencia,41518
MunicipioDeResidencia,41524
MunicipioDeResidencia,41530
MunicipioDeResidencia,41548
MunicipioDeResidencia,41551
MunicipioDeResidencia,41615
MunicipioDeResidencia,41660
MunicipioDeResidencia,41668
MunicipioDeResidencia,41676
MunicipioDeResidencia,41770
MunicipioDeResidencia,41791
MunicipioDeResidencia,41797
MunicipioDeResidencia,41799
MunicipioDeResidencia,41801
MunicipioDeResidencia,41807
MunicipioDeResidencia,41872
MunicipioDeResidencia,41885
MunicipioDeResidencia,44001
MunicipioDeResidencia,44035
MunicipioDeResidencia,44078
MunicipioDeResidencia,44090
MunicipioDeResidencia,44098
MunicipioDeResidencia,44110
MunicipioDeResidencia,44279
MunicipioDeResidencia,44378
MunicipioDeResidencia,44420
MunicipioDeResidencia,44430
MunicipioDeResidencia,44560
MunicipioDeResidencia,44650
MunicipioDeResidencia,44847
MunicipioDeResidencia,44855
MunicipioDeResidencia,44874
MunicipioDeResidencia,47001
MunicipioDeResidencia,47030
MunicipioDeResidencia,47053
MunicipioDeResidencia,47058
MunicipioDeResidencia,47161
MunicipioDeResidencia,47170
MunicipioDeResidencia,47189
MunicipioDeResidencia,47205
MunicipioDeResidencia,47245
MunicipioDeResidencia,47258
MunicipioDeResidencia,47268
MunicipioDeResidencia,47288
MunicipioDeResidencia,47318
MunicipioDeResidencia,47460
MunicipioDeResidencia,47541
MunicipioDeResidencia,47545
MunicipioDeResidencia,47551
MunicipioDeResidencia,47555
MunicipioDeResidencia,47570
MunicipioDeResidencia,47605
MunicipioDeResidencia,47660
MunicipioDeResidencia,47675
MunicipioDeResidencia,47692
MunicipioDeResidencia,47703
MunicipioDeResidencia,47707
MunicipioDeResidencia,47720
MunicipioDeResidencia,47745
MunicipioDeResidencia,47798
MunicipioDeResidencia,47960
MunicipioDeResidencia,47980
MunicipioDeResidencia,50001
MunicipioDeResidencia,50006
MunicipioDeResidencia,50110
MunicipioDeResidencia,50124
MunicipioDeResidencia,50150
MunicipioDeResidencia,50223
MunicipioDeResidencia,50226
MunicipioDeResidencia,50245
MunicipioDeResidencia,50251
MunicipioDeResidencia,50270
MunicipioDeResidencia,50287
MunicipioDeResidencia,50313
MunicipioDeResidencia,50318
MunicipioDeResidencia,50325
MunicipioDeResidencia,50330
MunicipioDeResidencia,50350
MunicipioDeResidencia,50370
MunicipioDeResidencia,50400
MunicipioDeResidencia,50450
MunicipioDeResidencia,50568
MunicipioDeResidencia,50573
MunicipioDeResidencia,50577
MunicipioDeResidencia,50590
MunicipioDeResidencia,50606
MunicipioDeResidencia,50680
MunicipioDeResidencia,50683
MunicipioDeResidencia,50686
MunicipioDeResidencia,50689
MunicipioDeResidencia,50711
MunicipioDeResidencia,52001
MunicipioDeResidencia,52019
MunicipioDeResidencia,52022
MunicipioDeResidencia,52036
MunicipioDeResidencia,52051
MunicipioDeResidencia,52079
MunicipioDeResidencia,52083
MunicipioDeResidencia,52110
MunicipioDeResidencia,52203
MunicipioDeResidencia,52207
MunicipioDeResidencia,52210
MunicipioDeResidencia,52215
MunicipioDeResidencia,52224
MunicipioDeResidencia,52227
MunicipioDeResidencia,52233
MunicipioDeResidencia,52240
MunicipioDeResidencia,52250
MunicipioDeResidencia,52254
MunicipioDeResidencia,52256
MunicipioDeResidencia,52258
MunicipioDeResidencia,52260
MunicipioDeResidencia,52287
MunicipioDeResidencia,52317
MunicipioDeResidencia,52320
MunicipioDeResidencia,52323
MunicipioDeResidencia,52352
MunicipioDeResidencia,52354
MunicipioDeResidencia,52356
MunicipioDeResidencia,52378
MunicipioDeResidencia,52381
MunicipioDeResidencia,52385
MunicipioDeResidencia,52390
MunicipioDeResidencia,52399
MunicipioDeResidencia,52405
MunicipioDeResidencia,52411
MunicipioDeResidencia,52418
MunicipioDeResidencia,52427
MunicipioDeResidencia,52435
MunicipioDeResidencia,52473
MunicipioDeResidencia,52480
MunicipioDeResidencia,52490
MunicipioDeResidencia,52506
MunicipioDeResidencia,52520
MunicipioDeResidencia,52540
MunicipioDeResidencia,52560
MunicipioDeResidencia,52565
MunicipioDeResidencia,52573
MunicipioDeResidencia,52585
MunicipioDeResidencia,52612
MunicipioDeResidencia,52621
MunicipioDeResidencia,52678
MunicipioDeResidencia,52683
MunicipioDeResidencia,52685
MunicipioDeResidencia,52687
MunicipioDeResidencia,52693
MunicipioDeResidencia,52694
MunicipioDeResidencia,52696
MunicipioDeResidencia,52699
MunicipioDeResidencia,52720
MunicipioDeResidencia,52786
MunicipioDeResidencia,52788
MunicipioDeResidencia,52835
MunicipioDeResidencia,52838
MunicipioDeResidencia,52885
MunicipioDeResidencia,54001
MunicipioDeResidencia,54003
MunicipioDeResidencia,54051
MunicipioDeResidencia,54099
MunicipioDeResidencia,54109
MunicipioDeResidencia,54125
MunicipioDeResidencia,54128
MunicipioDeResidencia,54172
MunicipioDeResidencia,54174
MunicipioDeResidencia,54206
MunicipioDeResidencia,54223
MunicipioDeResidencia,54239
MunicipioDeResidencia,54245
MunicipioDeResidencia,54250
MunicipioDeResidencia,54261
MunicipioDeResidencia,54313
MunicipioDeResidencia,54344
MunicipioDeResidencia,54347
MunicipioDeResidencia,54377
MunicipioDeResidencia,54385
MunicipioDeResidencia,54398
MunicipioDeResidencia,54405
MunicipioDeResidencia,54418
MunicipioDeResidencia,54480
MunicipioDeResidencia,54498
MunicipioDeResidencia,54518
MunicipioDeResidencia,54520
MunicipioDeResidencia,54553
MunicipioDeResidencia,54599
MunicipioDeResidencia,54660
MunicipioDeResidencia,54670
MunicipioDeResidencia,54673
MunicipioDeResidencia,54680
MunicipioDeResidencia,54720
MunicipioDeResidencia,54743
MunicipioDeResidencia,54800
MunicipioDeResidencia,54810
MunicipioDeResidencia,54820
MunicipioDeResidencia,54871
MunicipioDeResidencia,54874
MunicipioDeResidencia,63001
MunicipioDeResidencia,63111
MunicipioDeResidencia,63130
MunicipioDeResidencia,63190
MunicipioDeResidencia,63212
MunicipioDeResidencia,63272
MunicipioDeResidencia,63302
MunicipioDeResidencia,63401
MunicipioDeResidencia,63470
MunicipioDeResidencia,63548
MunicipioDeResidencia,63594
MunicipioDeResidencia,63690
MunicipioDeResidencia,66001
MunicipioDeResidencia,66045
MunicipioDeResidencia,66075
MunicipioDeResidencia,66088
MunicipioDeResidencia,66170
MunicipioDeResidencia,66318
MunicipioDeResidencia,66383
MunicipioDeResidencia,66400
MunicipioDeResidencia,66440
MunicipioDeResidencia,66456
MunicipioDeResidencia,66572
MunicipioDeResidencia,66594
MunicipioDeResidencia,66682
MunicipioDeResidencia,66687
MunicipioDeResidencia,68001
MunicipioDeResidencia,68013
MunicipioDeResidencia,68020
MunicipioDeResidencia,68051
MunicipioDeResidencia,68077
MunicipioDeResidencia,68079
MunicipioDeResidencia,68081
MunicipioDeResidencia,68092
MunicipioDeResidencia,68101
MunicipioDeResidencia,68121
MunicipioDeResidencia,68132
MunicipioDeResidencia,68147
MunicipioDeResidencia,68152
MunicipioDeResidencia,68160
MunicipioDeResidencia,68162
MunicipioDeResidencia,68167
MunicipioDeResidencia,68169
MunicipioDeResidencia,68176
MunicipioDeResidencia,68179
MunicipioDeResidencia,68190
MunicipioDeResidencia,68207
MunicipioDeResidencia,68209
MunicipioDeResidencia,68211
MunicipioDeResidencia,68217
MunicipioDeResidencia,68229
MunicipioDeResidencia,68235
MunicipioDeResidencia,68245
MunicipioDeResidencia,68250
MunicipioDeResidencia,68255
MunicipioDeResidencia,68264
MunicipioDeResidencia,68266
MunicipioDeResidencia,68271
MunicipioDeResidencia,68276
MunicipioDeResidencia,68296
MunicipioDeResidencia,68298
MunicipioDeResidencia,68307
MunicipioDeResidencia,68318
MunicipioDeResidencia,68320
MunicipioDeResidencia,68322
MunicipioDeResidencia,68324
MunicipioDeResidencia,68327
MunicipioDeResidencia,68344
MunicipioDeResidencia,68368
MunicipioDeResidencia,68370
MunicipioDeResidencia,68377
MunicipioDeResidencia,68385
MunicipioDeResidencia,68397
MunicipioDeResidencia,68406
MunicipioDeResidencia,68418
MunicipioDeResidencia,68425
MunicipioDeResidencia,68432
MunicipioDeResidencia,68444
MunicipioDeResidencia,68464
MunicipioDeResidencia,68468
MunicipioDeResidencia,68498
MunicipioDeResidencia,68500
MunicipioDeResidencia,68502
MunicipioDeResidencia,68522
MunicipioDeResidencia,68524
MunicipioDeResidencia,68533
MunicipioDeResidencia,68547
MunicipioDeResidencia,68549
MunicipioDeResidencia,68572
MunicipioDeResidencia,68573
MunicipioDeResidencia,68575
MunicipioDeResidencia,68615
MunicipioDeResidencia,68655
MunicipioDeResidencia,68669
MunicipioDeResidencia,68673
MunicipioDeResidencia,68679
MunicipioDeResidencia,68682
MunicipioDeResidencia,68684
MunicipioDeResidencia,68686
MunicipioDeResidencia,68689
MunicipioDeResidencia,68705
MunicipioDeResidencia,68720
MunicipioDeResidencia,68745
MunicipioDeResidencia,68755
MunicipioDeResidencia,68770
MunicipioDeResidencia,68773
MunicipioDeResidencia,68780
MunicipioDeResidencia,68820
MunicipioDeResidencia,68855
MunicipioDeResidencia,68861
MunicipioDeResidencia,68867
MunicipioDeResidencia,68872
MunicipioDeResidencia,68895
MunicipioDeResidencia,70001
MunicipioDeResidencia,70110
MunicipioDeResidencia,70124
MunicipioDeResidencia,70204
MunicipioDeResidencia,70215
MunicipioDeResidencia,70221
MunicipioDeResidencia,70230
MunicipioDeResidencia,70233
MunicipioDeResidencia,70235
MunicipioDeResidencia,70265
MunicipioDeResidencia,70400
MunicipioDeResidencia,70418
MunicipioDeResidencia,70429
MunicipioDeResidencia,70473
MunicipioDeResidencia,70508
MunicipioDeResidencia,70523
MunicipioDeResidencia,70670
MunicipioDeResidencia,70678
MunicipioDeResidencia,70702
MunicipioDeResidencia,70708
MunicipioDeResidencia,70713
MunicipioDeResidencia,70717
MunicipioDeResidencia,70742
MunicipioDeResidencia,70771
MunicipioDeResidencia,70820
MunicipioDeResidencia,70823
MunicipioDeResidencia,73001
MunicipioDeResidencia,73024
MunicipioDeResidencia,73026
MunicipioDeResidencia,73030
MunicipioDeResidencia,73043
MunicipioDeResidencia,73055
MunicipioDeResidencia,73067
MunicipioDeResidencia,73124
MunicipioDeResidencia,73148
MunicipioDeResidencia,73152
MunicipioDeResidencia,73168
MunicipioDeResidencia,73200
MunicipioDeResidencia,73217
MunicipioDeResidencia,73226
MunicipioDeResidencia,73236
MunicipioDeResidencia,73268
MunicipioDeResidencia,73270
MunicipioDeResidencia,73275
MunicipioDeResidencia,73283
MunicipioDeResidencia,73319
MunicipioDeResidencia,73347
MunicipioDeResidencia,73349
MunicipioDeResidencia,73352
MunicipioDeResidencia,73408
MunicipioDeResidencia,73411
MunicipioDeResidencia,73443
MunicipioDeResidencia,73449
MunicipioDeResidencia,73461
MunicipioDeResidencia,73483
MunicipioDeResidencia,73504
MunicipioDeResidencia,73520
MunicipioDeResidencia,73547
MunicipioDeResidencia,73555
MunicipioDeResidencia,73563
MunicipioDeResidencia,73585
MunicipioDeResidencia,73616
MunicipioDeResidencia,73622
MunicipioDeResidencia,73624
MunicipioDeResidencia,73671
MunicipioDeResidencia,73675
MunicipioDeResidencia,73678
MunicipioDeResidencia,73686
MunicipioDeResidencia,73770
MunicipioDeResidencia,73854
MunicipioDeResidencia,73861
MunicipioDeResidencia,73870
MunicipioDeResidencia,73873
MunicipioDeResidencia,76001
MunicipioDeResidencia,76020
MunicipioDeResidencia,76036
MunicipioDeResidencia,76041
MunicipioDeResidencia,76054
MunicipioDeResidencia,76100
MunicipioDeResidencia,76109
MunicipioDeResidencia,76111
MunicipioDeResidencia,76113
MunicipioDeResidencia,76122
MunicipioDeResidencia,76126
MunicipioDeResidencia,76130
MunicipioDeResidencia,76147
MunicipioDeResidencia,76233
MunicipioDeResidencia,76243
MunicipioDeResidencia,76246
MunicipioDeResidencia,76248
MunicipioDeResidencia,76250
MunicipioDeResidencia,76275
MunicipioDeResidencia,76306
MunicipioDeResidencia,76318
MunicipioDeResidencia,76364
MunicipioDeResidencia,76377
MunicipioDeResidencia,76400
MunicipioDeResidencia,76403
MunicipioDeResidencia,76497
MunicipioDeResidencia,76520
MunicipioDeResidencia,76563
MunicipioDeResidencia,76606
MunicipioDeResidencia,76616
MunicipioDeResidencia,76622
MunicipioDeResidencia,76670
MunicipioDeResidencia,76736
MunicipioDeResidencia,76823
MunicipioDeResidencia,76828
MunicipioDeResidencia,76834
MunicipioDeResidencia,76845
MunicipioDeResidencia,76863
MunicipioDeResidencia,76869
MunicipioDeResidencia,76890
MunicipioDeResidencia,76892
MunicipioDeResidencia,76895
MunicipioDeResidencia,81001
MunicipioDeResidencia,81065
MunicipioDeResidencia,81220
MunicipioDeResidencia,81300
MunicipioDeResidencia,81591
MunicipioDeResidencia,81736
MunicipioDeResidencia,81794
MunicipioDeResidencia,85001
MunicipioDeResidencia,85010
MunicipioDeResidencia,85015
MunicipioDeResidencia,85125
MunicipioDeResidencia,85136
MunicipioDeResidencia,85139
MunicipioDeResidencia,85162
MunicipioDeResidencia,85225
